السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديات (إناث),عدد العاملين الأجانب,عدد الأجانب (ذكور),عدد الأجنبيات (إناث),Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
2023,1,منطقة جازان,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,3,23,17,6,46,46,0,,,,,,,,,,
2023,1,منطقة جازان,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,20,4,3,1,41,41,0,,,,,,,,,,
2023,1,منطقة جازان,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,2,7,7,0,137,137,0,,,,,,,,,,
2023,1,منطقة حائل,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,9,5,4,1,21,21,0,,,,,,,,,,
2023,1,منطقة عسير,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,5,20,9,11,57,57,0,,,,,,,,,,
2023,1,منطقة عسير,توصيل الكهرباء والغاز والبخار وتكييف الهواء,كبيرة,1,4531,4531,0,248,248,0,,,,,,,,,,
2023,1,منطقة عسير,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,23,7,3,4,46,46,0,,,,,,,,,,
2023,1,منطقة عسير,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,3,164,159,5,150,150,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,29,179,100,79,479,479,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,كبيرة,2,9216,9215,1,627,627,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,65,19,15,4,114,114,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,5,169,129,40,301,300,1,,,,,,,,,,
2023,1,منطقة نجران,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,1,1,1,0,8,8,0,,,,,,,,,,
2023,1,منطقة نجران,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,7,0,0,0,14,14,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,صغيرة,7,117,74,43,34,31,3,,,,,,,,,,
2023,1,المنطقة الشرقية,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,كبيرة,2,582,429,153,162,152,10,,,,,,,,,,
2023,1,المنطقة الشرقية,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متناهية الصغر,2,4,2,2,2,2,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متوسطة,4,299,183,116,141,140,1,,,,,,,,,,
2023,1,منطقة الباحة,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متناهية الصغر,1,0,0,0,4,4,0,,,,,,,,,,
2023,1,منطقة الرياض,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,صغيرة,6,100,78,22,37,36,1,,,,,,,,,,
2023,1,منطقة الرياض,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,كبيرة,7,3105,1907,1198,805,770,35,,,,,,,,,,
2023,1,منطقة الرياض,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متناهية الصغر,26,24,10,14,13,13,0,,,,,,,,,,
2023,1,منطقة الرياض,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متوسطة,9,931,679,252,342,327,15,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متناهية الصغر,4,2,0,2,7,6,1,,,,,,,,,,
2023,1,منطقة جازان,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متناهية الصغر,1,1,1,0,2,2,0,,,,,,,,,,
2023,1,منطقة عسير,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متناهية الصغر,1,0,0,0,1,1,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,صغيرة,10,167,102,65,49,48,1,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,كبيرة,1,860,443,417,381,312,69,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متناهية الصغر,8,1,1,0,10,10,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متوسطة,5,626,393,233,224,215,9,,,,,,,,,,
2023,1,منطقة نجران,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متناهية الصغر,2,0,0,0,5,5,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تعدين ركازات الفلزات,صغيرة,10,16,13,3,92,92,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تعدين ركازات الفلزات,كبيرة,1,570,566,4,3,3,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تعدين ركازات الفلزات,متناهية الصغر,55,18,12,6,115,115,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تعدين ركازات الفلزات,متوسطة,1,77,65,12,54,53,1,,,,,,,,,,
2023,1,منطقة الباحة,تعدين ركازات الفلزات,متناهية الصغر,4,0,0,0,5,5,0,,,,,,,,,,
2023,1,منطقة الجوف,تعدين ركازات الفلزات,متناهية الصغر,1,0,0,0,4,4,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تعدين ركازات الفلزات,متناهية الصغر,3,0,0,0,7,7,0,,,,,,,,,,
2023,1,منطقة الرياض,تعدين ركازات الفلزات,صغيرة,15,50,29,21,190,189,1,,,,,,,,,,
2023,1,منطقة الرياض,تعدين ركازات الفلزات,متناهية الصغر,32,19,14,5,56,56,0,,,,,,,,,,
2023,1,منطقة الرياض,تعدين ركازات الفلزات,متوسطة,2,66,30,36,94,94,0,,,,,,,,,,
2023,1,منطقة القصيم,تعدين ركازات الفلزات,صغيرة,1,0,0,0,8,8,0,,,,,,,,,,
2023,1,منطقة القصيم,تعدين ركازات الفلزات,متناهية الصغر,12,2,2,0,29,29,0,,,,,,,,,,
2023,1,منطقة القصيم,تعدين ركازات الفلزات,متوسطة,1,90,90,0,14,14,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تعدين ركازات الفلزات,متناهية الصغر,7,1,1,0,15,15,0,,,,,,,,,,
2023,1,منطقة تبوك,تعدين ركازات الفلزات,صغيرة,1,0,0,0,6,6,0,,,,,,,,,,
2023,1,منطقة جازان,تعدين ركازات الفلزات,صغيرة,1,13,3,10,0,0,0,,,,,,,,,,
2023,1,منطقة جازان,تعدين ركازات الفلزات,متناهية الصغر,7,0,0,0,21,21,0,,,,,,,,,,
2023,1,منطقة حائل,تعدين ركازات الفلزات,متناهية الصغر,2,0,0,0,5,5,0,,,,,,,,,,
2023,1,منطقة عسير,تعدين ركازات الفلزات,صغيرة,4,5,2,3,29,29,0,,,,,,,,,,
2023,1,منطقة عسير,تعدين ركازات الفلزات,متناهية الصغر,33,5,4,1,62,62,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تعدين ركازات الفلزات,صغيرة,6,26,8,18,79,77,2,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تعدين ركازات الفلزات,متناهية الصغر,39,13,7,6,72,72,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تعدين ركازات الفلزات,متوسطة,4,414,384,30,52,52,0,,,,,,,,,,
2023,1,منطقة نجران,تعدين ركازات الفلزات,صغيرة,1,0,0,0,13,13,0,,,,,,,,,,
2023,1,منطقة نجران,تعدين ركازات الفلزات,متناهية الصغر,3,0,0,0,4,4,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تعدين الفحم والليغنيت,صغيرة,2,5,5,0,13,13,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تعدين الفحم والليغنيت,متناهية الصغر,5,3,3,0,8,8,0,,,,,,,,,,
2023,1,منطقة الرياض,تعدين الفحم والليغنيت,صغيرة,2,3,2,1,18,18,0,,,,,,,,,,
2023,1,منطقة الرياض,تعدين الفحم والليغنيت,متناهية الصغر,15,2,2,0,49,49,0,,,,,,,,,,
2023,1,منطقة الرياض,تعدين الفحم والليغنيت,متوسطة,2,69,30,39,63,63,0,,,,,,,,,,
2023,1,منطقة القصيم,تعدين الفحم والليغنيت,صغيرة,1,2,0,2,10,10,0,,,,,,,,,,
2023,1,منطقة القصيم,تعدين الفحم والليغنيت,متناهية الصغر,4,2,0,2,6,6,0,,,,,,,,,,
2023,1,منطقة حائل,تعدين الفحم والليغنيت,متناهية الصغر,1,0,0,0,4,4,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تعدين الفحم والليغنيت,صغيرة,2,6,3,3,24,24,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تعدين الفحم والليغنيت,متناهية الصغر,9,2,2,0,13,13,0,,,,,,,,,,
2023,1,منطقة نجران,تعدين الفحم والليغنيت,متناهية الصغر,1,0,0,0,4,4,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تشييد المباني,صغيرة,5016,11316,5856,5460,67734,67530,204,,,,,,,,,,
2023,1,المنطقة الشرقية,تشييد المباني,كبيرة,139,25493,17518,7975,124966,124301,665,,,,,,,,,,
2023,1,المنطقة الشرقية,تشييد المباني,متناهية الصغر,12802,3061,1551,1510,30782,30671,111,,,,,,,,,,
2023,1,المنطقة الشرقية,تشييد المباني,متوسطة,753,11023,6412,4611,64350,64223,127,,,,,,,,,,
2023,1,منطقة الباحة,تشييد المباني,صغيرة,216,354,240,114,2130,2122,8,,,,,,,,,,
2023,1,منطقة الباحة,تشييد المباني,متناهية الصغر,1283,223,123,100,3233,3225,8,,,,,,,,,,
2023,1,منطقة الباحة,تشييد المباني,متوسطة,4,64,48,16,296,296,0,,,,,,,,,,
2023,1,منطقة الجوف,تشييد المباني,صغيرة,243,332,207,125,2547,2540,7,,,,,,,,,,
2023,1,منطقة الجوف,تشييد المباني,كبيرة,2,295,217,78,588,497,91,,,,,,,,,,
2023,1,منطقة الجوف,تشييد المباني,متناهية الصغر,1638,211,134,77,4020,4012,8,,,,,,,,,,
2023,1,منطقة الجوف,تشييد المباني,متوسطة,7,102,66,36,466,466,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تشييد المباني,صغيرة,176,275,160,115,1777,1771,6,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تشييد المباني,كبيرة,3,380,223,157,2379,2355,24,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تشييد المباني,متناهية الصغر,1609,146,79,67,4299,4291,8,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تشييد المباني,متوسطة,9,109,64,45,670,670,0,,,,,,,,,,
2023,1,منطقة الرياض,تشييد المباني,صغيرة,7032,15183,6597,8586,89963,89293,670,,,,,,,,,,
2023,1,منطقة الرياض,تشييد المباني,كبيرة,368,27021,14746,12275,227441,224833,2608,,,,,,,,,,
2023,1,منطقة الرياض,تشييد المباني,متناهية الصغر,24451,5546,2590,2956,54430,53972,458,,,,,,,,,,
2023,1,منطقة الرياض,تشييد المباني,متوسطة,1129,14300,6877,7423,105577,104648,929,,,,,,,,,,
2023,1,منطقة القصيم,تشييد المباني,صغيرة,1329,1977,1167,810,15978,15873,105,,,,,,,,,,
2023,1,منطقة القصيم,تشييد المباني,كبيرة,32,476,288,188,13854,13773,81,,,,,,,,,,
2023,1,منطقة القصيم,تشييد المباني,متناهية الصغر,9515,1039,574,465,22829,22784,45,,,,,,,,,,
2023,1,منطقة القصيم,تشييد المباني,متوسطة,156,1023,624,399,16680,16610,70,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تشييد المباني,صغيرة,1305,2354,1307,1047,14418,14347,71,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تشييد المباني,كبيرة,10,1531,645,886,13886,13416,470,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تشييد المباني,متناهية الصغر,6165,985,547,438,15520,15456,64,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تشييد المباني,متوسطة,74,1055,600,455,5920,5910,10,,,,,,,,,,
2023,1,منطقة تبوك,تشييد المباني,صغيرة,304,488,259,229,2952,2948,4,,,,,,,,,,
2023,1,منطقة تبوك,تشييد المباني,كبيرة,1,47,47,0,240,240,0,,,,,,,,,,
2023,1,منطقة تبوك,تشييد المباني,متناهية الصغر,2811,417,211,206,7224,7213,11,,,,,,,,,,
2023,1,منطقة تبوك,تشييد المباني,متوسطة,12,107,52,55,930,918,12,,,,,,,,,,
2023,1,منطقة جازان,تشييد المباني,صغيرة,365,595,294,301,3591,3583,8,,,,,,,,,,
2023,1,منطقة جازان,تشييد المباني,كبيرة,1,24,13,11,461,461,0,,,,,,,,,,
2023,1,منطقة جازان,تشييد المباني,متناهية الصغر,4244,520,281,239,11008,10981,27,,,,,,,,,,
2023,1,منطقة جازان,تشييد المباني,متوسطة,12,212,119,93,1020,1007,13,,,,,,,,,,
2023,1,منطقة حائل,تشييد المباني,صغيرة,381,507,231,276,4035,4016,19,,,,,,,,,,
2023,1,منطقة حائل,تشييد المباني,كبيرة,3,18,6,12,1083,1083,0,,,,,,,,,,
2023,1,منطقة حائل,تشييد المباني,متناهية الصغر,3182,352,186,166,7669,7650,19,,,,,,,,,,
2023,1,منطقة حائل,تشييد المباني,متوسطة,28,373,232,141,2352,2351,1,,,,,,,,,,
2023,1,منطقة عسير,تشييد المباني,صغيرة,981,1543,914,629,9636,9597,39,,,,,,,,,,
2023,1,منطقة عسير,تشييد المباني,كبيرة,3,307,292,15,1415,1415,0,,,,,,,,,,
2023,1,منطقة عسير,تشييد المباني,متناهية الصغر,8294,1156,656,500,19950,19918,32,,,,,,,,,,
2023,1,منطقة عسير,تشييد المباني,متوسطة,39,646,438,208,2947,2941,6,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تشييد المباني,صغيرة,5237,9499,4530,4969,60552,60037,515,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تشييد المباني,كبيرة,92,13017,9148,3869,88813,88090,723,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تشييد المباني,متناهية الصغر,22418,4296,2120,2176,55057,54559,498,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تشييد المباني,متوسطة,474,7235,4085,3150,39388,39055,333,,,,,,,,,,
2023,1,منطقة نجران,تشييد المباني,صغيرة,374,564,276,288,3989,3977,12,,,,,,,,,,
2023,1,منطقة نجران,تشييد المباني,كبيرة,8,938,479,459,2769,2761,8,,,,,,,,,,
2023,1,منطقة نجران,تشييد المباني,متناهية الصغر,2727,277,136,141,6447,6418,29,,,,,,,,,,
2023,1,منطقة نجران,تشييد المباني,متوسطة,44,674,424,250,4270,4268,2,,,,,,,,,,
2023,1,المنطقة الشرقية,تجميع المياه ومعالجتها وتوصيلها,صغيرة,35,162,113,49,407,407,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تجميع المياه ومعالجتها وتوصيلها,كبيرة,2,812,800,12,212,212,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,83,31,15,16,169,169,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تجميع المياه ومعالجتها وتوصيلها,متوسطة,1,137,131,6,103,103,0,,,,,,,,,,
2023,1,منطقة الباحة,تجميع المياه ومعالجتها وتوصيلها,صغيرة,2,2,1,1,13,13,0,,,,,,,,,,
2023,1,منطقة الباحة,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,30,5,3,2,56,56,0,,,,,,,,,,
2023,1,منطقة الجوف,تجميع المياه ومعالجتها وتوصيلها,صغيرة,2,9,6,3,35,35,0,,,,,,,,,,
2023,1,منطقة الجوف,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,20,0,0,0,48,48,0,,,,,,,,,,
2023,1,منطقة الجوف,تجميع المياه ومعالجتها وتوصيلها,متوسطة,1,19,13,6,49,49,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تجميع المياه ومعالجتها وتوصيلها,صغيرة,5,4,3,1,35,35,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,17,3,3,0,42,42,0,,,,,,,,,,
2023,1,منطقة الرياض,تجميع المياه ومعالجتها وتوصيلها,صغيرة,61,222,121,101,586,585,1,,,,,,,,,,
2023,1,منطقة الرياض,تجميع المياه ومعالجتها وتوصيلها,كبيرة,2,264,218,46,556,551,5,,,,,,,,,,
2023,1,منطقة الرياض,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,212,57,29,28,472,469,3,,,,,,,,,,
2023,1,منطقة الرياض,تجميع المياه ومعالجتها وتوصيلها,متوسطة,13,465,302,163,1024,1024,0,,,,,,,,,,
2023,1,منطقة القصيم,تجميع المياه ومعالجتها وتوصيلها,صغيرة,11,28,17,11,95,95,0,,,,,,,,,,
2023,1,منطقة القصيم,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,62,10,6,4,140,140,0,,,,,,,,,,
2023,1,منطقة القصيم,تجميع المياه ومعالجتها وتوصيلها,متوسطة,2,138,108,30,222,222,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجميع المياه ومعالجتها وتوصيلها,صغيرة,10,30,22,8,94,94,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجميع المياه ومعالجتها وتوصيلها,كبيرة,1,730,730,0,183,183,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,65,15,7,8,117,117,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجميع المياه ومعالجتها وتوصيلها,متوسطة,1,28,16,12,64,64,0,,,,,,,,,,
2023,1,منطقة تبوك,تجميع المياه ومعالجتها وتوصيلها,صغيرة,5,20,16,4,82,82,0,,,,,,,,,,
2023,1,منطقة تبوك,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,50,9,4,5,102,101,1,,,,,,,,,,
2023,1,منطقة جازان,تجميع المياه ومعالجتها وتوصيلها,صغيرة,6,57,53,4,38,38,0,,,,,,,,,,
2023,1,منطقة جازان,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,85,20,11,9,164,164,0,,,,,,,,,,
2023,1,منطقة جازان,تجميع المياه ومعالجتها وتوصيلها,متوسطة,1,54,52,2,26,26,0,,,,,,,,,,
2023,1,منطقة حائل,تجميع المياه ومعالجتها وتوصيلها,صغيرة,1,13,11,2,31,31,0,,,,,,,,,,
2023,1,منطقة حائل,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,32,4,1,3,71,71,0,,,,,,,,,,
2023,1,منطقة حائل,تجميع المياه ومعالجتها وتوصيلها,متوسطة,2,28,22,6,112,112,0,,,,,,,,,,
2023,1,منطقة عسير,تجميع المياه ومعالجتها وتوصيلها,صغيرة,16,55,28,27,187,187,0,,,,,,,,,,
2023,1,منطقة عسير,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,141,22,10,12,263,263,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تجميع المياه ومعالجتها وتوصيلها,صغيرة,66,314,232,82,583,582,1,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,385,74,37,37,831,828,3,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تجميع المياه ومعالجتها وتوصيلها,متوسطة,11,672,598,74,540,539,1,,,,,,,,,,
2023,1,منطقة نجران,تجميع المياه ومعالجتها وتوصيلها,صغيرة,6,6,4,2,70,70,0,,,,,,,,,,
2023,1,منطقة نجران,تجميع المياه ومعالجتها وتوصيلها,كبيرة,1,81,62,19,198,195,3,,,,,,,,,,
2023,1,منطقة نجران,تجميع المياه ومعالجتها وتوصيلها,متناهية الصغر,25,6,3,3,50,50,0,,,,,,,,,,
2023,1,منطقة نجران,تجميع المياه ومعالجتها وتوصيلها,متوسطة,1,21,17,4,35,35,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,1929,4480,2940,1540,17542,17519,23,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,كبيرة,7,1057,901,156,1535,1533,2,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,7246,1955,1321,634,16975,16953,22,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,64,1849,1435,414,3920,3919,1,,,,,,,,,,
2023,1,منطقة الباحة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,72,136,104,32,513,512,1,,,,,,,,,,
2023,1,منطقة الباحة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,711,139,111,28,1580,1579,1,,,,,,,,,,
2023,1,منطقة الجوف,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,117,202,162,40,949,948,1,,,,,,,,,,
2023,1,منطقة الجوف,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,1045,163,120,43,2463,2458,5,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,72,141,85,56,570,567,3,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,726,107,84,23,1734,1733,1,,,,,,,,,,
2023,1,منطقة الرياض,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,2798,7414,3843,3571,27353,27260,93,,,,,,,,,,
2023,1,منطقة الرياض,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,كبيرة,9,1812,1580,232,4325,4320,5,,,,,,,,,,
2023,1,منطقة الرياض,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,14216,2859,1630,1229,33390,33265,125,,,,,,,,,,
2023,1,منطقة الرياض,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,121,2983,1928,1055,8147,8107,40,,,,,,,,,,
2023,1,منطقة القصيم,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,518,1238,893,345,4709,4707,2,,,,,,,,,,
2023,1,منطقة القصيم,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,كبيرة,1,0,0,0,251,251,0,,,,,,,,,,
2023,1,منطقة القصيم,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,3658,588,413,175,8445,8438,7,,,,,,,,,,
2023,1,منطقة القصيم,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,7,87,56,31,391,391,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,381,807,560,247,2986,2978,8,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,3443,633,443,190,8078,8066,12,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,3,61,44,17,250,250,0,,,,,,,,,,
2023,1,منطقة تبوك,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,181,366,276,90,1454,1452,2,,,,,,,,,,
2023,1,منطقة تبوك,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,1744,263,178,85,4221,4215,6,,,,,,,,,,
2023,1,منطقة تبوك,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,3,48,38,10,154,154,0,,,,,,,,,,
2023,1,منطقة جازان,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,163,375,278,97,1329,1326,3,,,,,,,,,,
2023,1,منطقة جازان,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,كبيرة,1,121,111,10,229,229,0,,,,,,,,,,
2023,1,منطقة جازان,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,2756,353,248,105,6532,6523,9,,,,,,,,,,
2023,1,منطقة جازان,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,4,76,61,15,232,231,1,,,,,,,,,,
2023,1,منطقة حائل,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,213,450,292,158,1918,1917,1,,,,,,,,,,
2023,1,منطقة حائل,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,1394,209,138,71,3274,3270,4,,,,,,,,,,
2023,1,منطقة حائل,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,2,40,26,14,107,107,0,,,,,,,,,,
2023,1,منطقة عسير,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,528,1175,801,374,4561,4559,2,,,,,,,,,,
2023,1,منطقة عسير,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,4187,704,500,204,9718,9694,24,,,,,,,,,,
2023,1,منطقة عسير,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,9,215,184,31,480,480,0,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,1633,4245,2751,1494,14547,14491,56,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,كبيرة,20,3970,3233,737,6688,6657,31,,,,,,,,,,
