السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديات (إناث),عدد العاملين الأجانب,عدد الأجانب (ذكور),عدد الأجنبيات (إناث),Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
2023,1,منطقة مكة المكرمة,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,كبيرة,2,2865,2342,523,257,254,3,,,,,,,,,,
2023,1,منطقة مكة المكرمة,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,متناهية الصغر,346,202,136,66,596,576,20,,,,,,,,,,
2023,1,منطقة مكة المكرمة,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,متوسطة,19,1031,714,317,625,614,11,,,,,,,,,,
2023,1,منطقة نجران,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,صغيرة,1,2,0,2,5,5,0,,,,,,,,,,
2023,1,منطقة نجران,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,متناهية الصغر,11,3,1,2,22,22,0,,,,,,,,,,
2023,1,المنطقة الشرقية,أنشطة الخدمات الشخصية الأخرى,صغيرة,722,1446,324,1122,5524,3536,1988,,,,,,,,,,
2023,1,المنطقة الشرقية,أنشطة الخدمات الشخصية الأخرى,كبيرة,4,287,118,169,2243,2243,0,,,,,,,,,,
2023,1,المنطقة الشرقية,أنشطة الخدمات الشخصية الأخرى,متناهية الصغر,6669,1312,451,861,14618,13330,1288,,,,,,,,,,
2023,1,المنطقة الشرقية,أنشطة الخدمات الشخصية الأخرى,متوسطة,12,250,92,158,950,915,35,,,,,,,,,,
2023,1,منطقة الباحة,أنشطة الخدمات الشخصية الأخرى,صغيرة,9,10,9,1,49,49,0,,,,,,,,,,
2023,1,منطقة الباحة,أنشطة الخدمات الشخصية الأخرى,متناهية الصغر,507,70,33,37,1014,948,66,,,,,,,,,,
2023,1,منطقة الجوف,أنشطة الخدمات الشخصية الأخرى,صغيرة,40,65,38,27,322,290,32,,,,,,,,,,
2023,1,منطقة الجوف,أنشطة الخدمات الشخصية الأخرى,متناهية الصغر,836,85,46,39,1736,1624,112,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,أنشطة الخدمات الشخصية الأخرى,صغيرة,21,28,8,20,147,98,49,,,,,,,,,,
